ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_00002255	solonetz	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002256	regosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002256	regosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002256	regosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002256	regosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002257	podzol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002257	podzol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002257	podzol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002257	podzol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002258	loam	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002258	loam	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002258	loam	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002258	loam	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002259	agricultural soil	env_medium	Agriculture		1.0|Agricultural soil is a specific type of soil highly relevant to the agriculture environmental extension.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002259	agricultural soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002259	agricultural soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002259	agricultural soil	env_medium	Soil		0.9|Agricultural soil is a specific type of soil that is managed for crop production and is thus a relevant environmental medium in many soil studies.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002260	dune soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002260	dune soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002260	dune soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002260	dune soil	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002261	forest soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002261	forest soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002261	forest soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002261	forest soil	env_medium	Soil		0.9|Forest soil is a type of soil that develops under forest vegetation and is thus a relevant environmental medium in many soil ecology studies.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002262	clay soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002262	clay soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002262	clay soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002262	clay soil	env_medium	Soil		0.8|Clay soil is a type of soil characterized by a high proportion of clay particles, which can have distinct physical and chemical properties relevant to some soil studies.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002263	garden soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002263	garden soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002263	garden soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002263	garden soil	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002264	waste material	env_medium	Agriculture		0.6|Agricultural waste material might be a relevant environmental medium in some contexts, but it is a broad category.			
ENVO_00002266	chicken breeding waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002267	industrial waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002268	sphagnum bog	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00002268	sphagnum bog	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000044/peatland @ 0.8
ENVO_00002271	nuclear power plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002271	nuclear power plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002271	nuclear power plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002271	nuclear power plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002272	waste treatment plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00002272	waste treatment plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00002272	waste treatment plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002272	waste treatment plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00002273	fluvisol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002273	fluvisol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002273	fluvisol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002273	fluvisol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002274	stagnosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002274	stagnosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002274	stagnosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002274	stagnosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002275	technosol	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002275	technosol	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002275	technosol	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002275	technosol	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002276	animal waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002277	back-arc basin	env_local_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000275/structural basin @ 0.9
ENVO_00002277	back-arc basin	env_local_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000275/structural basin @ 0.7
ENVO_00002450	ocean basin	env_local_scale	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000275/structural basin @ 0.9
ENVO_00002450	ocean basin	env_local_scale	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_01000275/structural basin @ 0.7
ENVO_00002869	hay	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_00002870	adobe	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_00002871	alluvial soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002871	alluvial soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002871	alluvial soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002871	alluvial soil	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002872	bagasse	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002873	organic waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_00002875	oil contaminated soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002875	oil contaminated soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_00002875	oil contaminated soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_00002875	oil contaminated soil	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_00002926	warm seep	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000027/spring @ 0.8
ENVO_00002983	fuel oil	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 0.9
ENVO_00002983	fuel oil	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 1.0
ENVO_00002984	petroleum	env_medium	HydrocarbonResourcesCores		0.9|Petroleum is a broad term that encompasses both oil and gas, and it may be present in various forms in hydrocarbon resource cores.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 0.9
ENVO_00002984	petroleum	env_medium	HydrocarbonResourcesFluidsSwabs		1.0|Petroleum, which includes both oil and gas, is the primary environmental medium in hydrocarbon resource fluids.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 1.0
ENVO_00002985	oil	env_medium	HydrocarbonResourcesCores		0.9|Oil is a liquid hydrocarbon resource that may be present in some cores, particularly in reservoir rock formations or in cores from oil-bearing strata.			
ENVO_00002985	oil	env_medium	HydrocarbonResourcesFluidsSwabs		1.0|Oil is a primary environmental medium in hydrocarbon resource fluids, as it is the main product extracted from many hydrocarbon reservoirs.			
ENVO_00003030	silage	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_00003031	animal manure	env_medium	Agriculture		0.9|Animal manure is a common environmental medium in livestock farming and is often used as a fertilizer.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_03501300/manure @ 0.9
ENVO_00003031	animal manure	env_medium	HostAssociated		0.8|Animal manure, which is a mixture of fecal material and other animal waste products, can be a relevant environmental medium in some host-associated studies, particularly in agricultural or veterinary contexts.			
ENVO_00003032	fresh animal manure	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_03501300/manure @ 0.9
ENVO_00003032	fresh animal manure	env_medium	HostAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00003031/animal manure @ 0.8
ENVO_00003033	mushroom compost	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002170/compost @ 0.8
ENVO_00003040	animal house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00003040	animal house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00003040	animal house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003040	animal house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003041	cow shed	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00003041	cow shed	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00003041	cow shed	env_local_scale	Soil				0.8|A cow shed is an agricultural structure used for housing cattle and can influence local soil properties through factors such as animal waste and concentrated activity.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003041	cow shed	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003042	piggery	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00003042	piggery	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00003042	piggery	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003042	piggery	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003043	sewage plant	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_00003043	sewage plant	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_00003043	sewage plant	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003043	sewage plant	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_00003044	brine	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003044	brine	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00003044	brine	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00003044	brine	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002012/hypersaline water @ 0.7
ENVO_00003044	brine	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00003044	brine	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003044	brine	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002010/phylloplane @ 0.9
ENVO_00003044	brine	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002012/hypersaline water @ 0.8
ENVO_00003045	bacon curing brine	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003045	bacon curing brine	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00003045	bacon curing brine	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00003045	bacon curing brine	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002012/hypersaline water @ 0.7
ENVO_00003045	bacon curing brine	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00003045	bacon curing brine	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003045	bacon curing brine	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002010/phylloplane @ 0.9
ENVO_00003045	bacon curing brine	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002012/hypersaline water @ 0.8
ENVO_00003064	drinking water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003064	drinking water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_00003064	drinking water	env_medium	BuiltEnvironment		0.9|Drinking water is a common environmental medium in built environments, supplied through municipal water systems or other sources.			0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_00003064	drinking water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_00003064	drinking water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
